Years,State,CO2_Emissions_commercial,CO2_Emissions_electricity,CO2_Emissions_industrial,CO2_Emissions_residential,CO2_Emissions_transportation,Year_x,Real GDP,Unit,State_Code_x,Year_y,Personal Income (millions),Population,Per capita income (dollars),State_Code_y,State_Code,CLPRB,CLPRK,CLPRP,COPRK,EMFDB,ENPRP,GETCB,HYTCB,NGMPB,NGMPK,NGMPP,NUETB,PAPRB,PAPRP,REPRB,ROPRB,SOTCB,TEPRB,TETCB,WDEXB,WDPRB,WDTCB,WSTCB,WYTCB
2011,South Carolina,1.6,37.9,7.8,1.8,30.3,2011,174127.9,Millions of chained 2012 dollars,SC,2011,159187.4,4671422.0,34077.0,SC,SC,0.0,0.0,0.0,0.0,0.0,0.0,605.0,15100.0,0.0,0.0,0.0,553573.0,0.0,0.0,116354.0,116354.0,47.0,669927.0,1611608.0,0.0,96405.0,96405.0,4196.0,0.0
2012,South Carolina,1.6,33.4,7.1,1.5,29.4,2012,175374.8,Millions of chained 2012 dollars,SC,2012,167797.5,4717112.0,35572.0,SC,SC,0.0,0.0,0.0,0.0,0.0,0.0,648.0,13515.0,0.0,0.0,0.0,535952.0,0.0,0.0,118029.0,118029.0,53.0,653981.0,1567378.0,0.0,99001.0,99001.0,4812.0,0.0
2013,South Carolina,1.7,28.2,7.4,1.8,30.9,2013,178940.4,Millions of chained 2012 dollars,SC,2013,170227.2,4764153.0,35731.0,SC,SC,0.0,0.0,0.0,0.0,0.0,0.0,648.0,30152.0,0.0,0.0,0.0,566879.0,0.0,0.0,133966.0,133966.0,58.0,700845.0,1602238.0,0.0,97602.0,97602.0,5506.0,0.0
2014,South Carolina,1.8,32.5,7.7,2.1,30.2,2014,183561.9,Millions of chained 2012 dollars,SC,2014,181483.0,4823793.0,37622.0,SC,SC,0.0,0.0,0.0,0.0,0.0,0.0,648.0,24432.0,0.0,0.0,0.0,548246.0,0.0,0.0,136701.0,136701.0,117.0,684946.0,1642098.0,0.0,106451.0,106451.0,5052.0,0.0
2015,South Carolina,2.1,29.3,7.6,1.8,31.8,2015,189899.8,Millions of chained 2012 dollars,SC,2015,193225.8,4892253.0,39496.0,SC,SC,0.0,0.0,0.0,0.0,0.0,0.0,648.0,23897.0,0.0,0.0,0.0,555909.0,0.0,0.0,128290.0,128290.0,140.0,684199.0,1660226.0,0.0,98906.0,98906.0,4698.0,0.0
2016,South Carolina,2.2,27.5,7.6,1.8,32.6,2016,195459.6,Millions of chained 2012 dollars,SC,2016,200333.3,4958235.0,40404.0,SC,SC,0.0,0.0,0.0,0.0,0.0,0.0,648.0,20551.0,0.0,0.0,0.0,583883.0,0.0,0.0,131055.0,131055.0,412.0,714938.0,1652020.0,6011.0,104959.0,98948.0,4484.0,0.0
2000,South Dakota,0.7,3.8,2.6,1.2,5.8,2000,29406.8,Millions of chained 2012 dollars,SD,2000,20280.9,755844.0,26832.0,SD,SD,0.0,0.0,0.0,5.8,2357.0,390.0,442.0,58304.0,1660.0,1.005,1652.0,0.0,6786.0,1170.0,62868.0,60512.0,0.0,71314.0,258942.0,0.0,1743.0,1743.0,22.0,0.0
2001,South Dakota,0.7,3.9,2.1,1.1,5.7,2001,29746.2,Millions of chained 2012 dollars,SD,2001,20948.1,757972.0,27637.0,SD,SD,0.0,0.0,0.0,5.8,3559.0,590.0,479.0,35461.0,1099.0,0.9990000000000001,1100.0,0.0,7279.0,1255.0,41313.0,37753.0,0.0,49691.0,251542.0,0.0,1774.0,1774.0,30.0,9.0
2002,South Dakota,0.7,3.4,2.4,1.2,6.2,2002,32958.4,Millions of chained 2012 dollars,SD,2002,20939.8,760020.0,27552.0,SD,SD,0.0,0.0,0.0,5.8,8657.0,1438.0,511.0,44290.0,1024.0,0.9990000000000001,1025.0,0.0,7041.0,1214.0,55199.0,46542.0,3.0,63264.0,270799.0,0.0,1659.0,1659.0,18.0,61.0
2003,South Dakota,0.7,3.6,2.4,1.2,5.8,2003,33657.3,Millions of chained 2012 dollars,SD,2003,22890.6,763729.0,29972.0,SD,SD,0.0,0.0,0.0,5.8,21498.0,3593.0,637.0,43298.0,1104.0,1.001,1103.0,0.0,7175.0,1237.0,67639.0,46142.0,3.0,75918.0,275112.0,0.0,1738.0,1738.0,17.0,448.0
2004,South Dakota,0.7,3.8,2.3,1.1,5.9,2004,35071.4,Millions of chained 2012 dollars,SD,2004,24579.0,770396.0,31904.0,SD,SD,0.0,0.0,0.0,5.8,43642.0,7338.0,706.0,36033.0,1095.0,1.002,1093.0,0.0,7871.0,1357.0,83757.0,40115.0,3.0,92723.0,284389.0,0.0,1776.0,1776.0,17.0,1579.0
2005,South Dakota,0.7,3.3,2.3,1.0,6.0,2005,35907.3,Millions of chained 2012 dollars,SD,2005,26112.5,775493.0,33672.0,SD,SD,0.0,0.0,0.0,5.8,59036.0,9987.0,813.0,30743.0,999.0,1.0070000000000001,992.0,0.0,8085.0,1394.0,93723.0,34687.0,3.0,102808.0,302070.0,0.0,1529.0,1529.0,18.0,1581.0
2006,South Dakota,0.6,3.5,2.2,1.0,6.1,2006,36459.0,Millions of chained 2012 dollars,SD,2006,27544.6,783033.0,35177.0,SD,SD,0.0,0.0,0.0,5.8,77216.0,13143.0,867.0,33693.0,966.0,1.003,963.0,0.0,8062.0,1390.0,114665.0,37450.0,4.0,123693.0,306930.0,0.0,1405.0,1405.0,3.0,1478.0
2007,South Dakota,0.7,3.0,2.9,1.0,6.3,2007,38057.4,Millions of chained 2012 dollars,SD,2007,30604.7,791623.0,38661.0,SD,SD,0.0,0.0,0.0,5.8,82709.0,14163.0,933.0,28834.0,998.0,1.003,995.0,0.0,9651.0,1664.0,115498.0,32789.0,4.0,126148.0,330556.0,0.0,1532.0,1532.0,3.0,1483.0
2008,South Dakota,0.8,3.9,3.2,1.2,5.9,2008,39643.2,Millions of chained 2012 dollars,SD,2008,32691.3,799124.0,40909.0,SD,SD,0.0,0.0,0.0,5.8,110237.0,18995.0,1456.0,29494.0,1649.0,1.003,1644.0,0.0,9860.0,1700.0,144310.0,34074.0,4.0,155819.0,353290.0,0.0,1668.0,1668.0,21.0,1430.0
2009,South Dakota,0.8,3.4,3.3,1.2,6.1,2009,39731.9,Millions of chained 2012 dollars,SD,2009,31794.6,807067.0,39395.0,SD,SD,0.0,0.0,0.0,5.8,128246.0,22218.0,1576.0,43261.0,2133.0,1.002,2129.0,0.0,9651.0,1664.0,179345.0,51099.0,5.0,191129.0,363075.0,0.0,2084.0,2084.0,66.0,4109.0
2010,South Dakota,0.8,3.5,3.4,1.0,6.4,2010,40129.8,Millions of chained 2012 dollars,SD,2010,33596.2,816165.0,41163.0,SD,SD,0.0,0.0,0.0,5.8,146107.0,25370.0,1716.0,51110.0,1871.0,1.005,1862.0,0.0,9321.0,1607.0,214651.0,68544.0,5.0,225843.0,379018.0,0.0,2327.0,2327.0,4.0,13383.0
2011,South Dakota,0.8,2.8,3.7,1.0,6.4,2011,42793.5,Millions of chained 2012 dollars,SD,2011,36741.9,823484.0,44618.0,SD,SD,0.0,0.0,0.0,5.8,142678.0,24850.0,1962.0,64205.0,1857.0,1.005,1848.0,0.0,9477.0,1634.0,237405.0,94727.0,5.0,248740.0,378971.0,0.0,2183.0,2183.0,447.0,25925.0
2012,South Dakota,0.6,3.2,3.6,0.9,6.7,2012,43444.6,Millions of chained 2012 dollars,SD,2012,37659.4,833496.0,45183.0,SD,SD,0.0,0.0,0.0,5.8,134453.0,23498.0,1868.0,56915.0,15413.0,1.022,15085.0,0.0,10173.0,1754.0,217909.0,83456.0,6.0,243495.0,370842.0,0.0,1870.0,1870.0,398.0,22399.0
2013,South Dakota,0.8,3.1,4.0,1.1,6.5,2013,43602.2,Millions of chained 2012 dollars,SD,2013,38108.6,842270.0,45245.0,SD,SD,0.0,0.0,0.0,5.8,140445.0,24625.0,1868.0,38761.0,16753.0,1.034,16205.0,0.0,10730.0,1850.0,209519.0,69075.0,6.0,237003.0,390362.0,0.0,2344.0,2344.0,452.0,25643.0
2014,South Dakota,0.8,3.0,3.8,1.1,6.7,2014,44153.0,Millions of chained 2012 dollars,SD,2014,39872.2,849088.0,46959.0,SD,SD,0.0,0.0,0.0,5.8,143519.0,25237.0,1868.0,52288.0,15968.0,1.043,15305.0,0.0,10428.0,1798.0,222713.0,79194.0,9.0,249109.0,393982.0,0.0,2383.0,2383.0,428.0,22218.0
2015,South Dakota,0.7,1.9,3.9,0.9,6.8,2015,45442.6,Millions of chained 2012 dollars,SD,2015,41547.9,853933.0,48655.0,SD,SD,0.0,0.0,0.0,5.7170000000000005,144293.0,25461.0,1868.0,45202.0,614.0,1.111,552.0,0.0,9525.0,1666.0,217615.0,73322.0,10.0,227753.0,385866.0,0.0,2545.0,2545.0,424.0,23274.0
2016,South Dakota,0.7,2.6,3.9,1.0,6.8,2016,45685.5,Millions of chained 2012 dollars,SD,2016,41959.9,862890.0,48627.0,SD,SD,0.0,0.0,0.0,5.722,143225.0,25365.0,1868.0,44365.0,511.0,1.124,455.0,0.0,8051.0,1407.0,226440.0,83215.0,15.0,235002.0,383002.0,0.0,2158.0,2158.0,519.0,34290.0
2000,Tennessee,3.9,58.8,18.2,4.8,41.3,2000,233152.7,Millions of chained 2012 dollars,TN,2000,154419.5,5703719.0,27073.0,TN,TN,68027.0,25.488000000000003,2669.0,5.8,5501.0,911.0,43.0,65248.0,1193.0,1.037,1150.0,269327.0,2007.0,346.0,123662.0,118161.0,53.0,464215.0,2180828.0,0.0,44636.0,44636.0,8181.0,0.0
2001,Tennessee,3.8,56.4,18.8,4.6,41.1,2001,232723.2,Millions of chained 2012 dollars,TN,2001,158356.8,5750789.0,27537.0,TN,TN,84824.0,25.519000000000002,3324.0,5.8,6116.0,1015.0,50.0,71778.0,2074.0,1.037,2000.0,298424.0,2036.0,351.0,142349.0,136233.0,50.0,529706.0,2196527.0,0.0,57506.0,57506.0,6849.0,0.0
2002,Tennessee,3.7,53.9,18.2,4.7,43.6,2002,240522.4,Millions of chained 2012 dollars,TN,2002,162839.3,5795918.0,28096.0,TN,TN,81658.0,25.791999999999998,3166.0,5.8,8443.0,1403.0,54.0,81116.0,2116.0,1.032,2050.0,287927.0,1595.0,275.0,153221.0,144778.0,44.0,526517.0,2221804.0,0.0,56732.0,56732.0,6790.0,41.0
2003,Tennessee,4.0,50.8,18.1,4.6,44.7,2003,247823.7,Millions of chained 2012 dollars,TN,2003,169454.8,5847812.0,28977.0,TN,TN,65617.0,25.592,2564.0,5.8,10023.0,1675.0,70.0,121537.0,1862.0,1.033,1803.0,251718.0,1804.0,311.0,190000.0,179977.0,39.0,511002.0,2240357.0,0.0,51270.0,51270.0,7021.0,40.0
2004,Tennessee,3.8,53.4,17.4,4.4,44.8,2004,259337.3,Millions of chained 2012 dollars,TN,2004,179482.4,5910809.0,30365.0,TN,TN,73354.0,25.408,2887.0,5.8,9207.0,1548.0,76.0,104248.0,2169.0,1.033,2100.0,298369.0,2094.0,361.0,185184.0,175977.0,34.0,561169.0,2269820.0,0.0,64773.0,64773.0,6807.0,38.0
2005,Tennessee,3.5,54.8,17.3,4.4,45.0,2005,264652.2,Millions of chained 2012 dollars,TN,2005,187942.3,5991057.0,31370.0,TN,TN,82083.0,25.515,3217.0,5.8,8797.0,1488.0,87.0,93086.0,2277.0,1.035,2200.0,290153.0,1879.0,324.0,167074.0,158277.0,29.0,543466.0,2315375.0,0.0,57112.0,57112.0,7929.0,33.0
2006,Tennessee,3.4,56.9,17.4,4.1,45.4,2006,271464.6,Millions of chained 2012 dollars,TN,2006,200305.1,6088766.0,32897.0,TN,TN,71957.0,25.662,2804.0,5.8,8821.0,1501.0,101.0,76859.0,2764.0,1.038,2663.0,257523.0,1114.0,192.0,143514.0,134693.0,35.0,476872.0,2314365.0,0.0,50975.0,50975.0,6182.0,542.0
2007,Tennessee,3.5,56.6,17.3,4.0,45.5,2007,268755.6,Millions of chained 2012 dollars,TN,2007,209963.6,6175727.0,33998.0,TN,TN,67714.0,25.514,2654.0,5.8,9374.0,1605.0,123.0,48823.0,4092.0,1.038,3942.0,301038.0,1647.0,284.0,115271.0,105897.0,36.0,489762.0,2343999.0,0.0,49644.0,49644.0,6778.0,494.0
2008,Tennessee,3.7,53.7,16.6,4.4,42.1,2008,272011.3,Millions of chained 2012 dollars,TN,2008,217598.6,6247411.0,34830.0,TN,TN,59086.0,25.326,2333.0,5.8,11388.0,1962.0,146.0,55636.0,4874.0,1.037,4700.0,282514.0,1960.0,338.0,133932.0,122545.0,37.0,482366.0,2283214.0,0.0,60302.0,60302.0,5930.0,494.0
2009,Tennessee,3.7,39.0,14.4,4.3,40.6,2009,263015.5,Millions of chained 2012 dollars,TN,2009,216041.8,6306019.0,34260.0,TN,TN,50347.0,25.224,1996.0,5.8,23503.0,4072.0,182.0,99669.0,5631.0,1.028,5478.0,281996.0,1554.0,268.0,179058.0,155556.0,34.0,518587.0,2084442.0,0.0,48723.0,48723.0,6443.0,505.0
2010,Tennessee,3.9,43.3,15.4,4.8,42.2,2010,266727.2,Millions of chained 2012 dollars,TN,2010,226586.6,6355301.0,35653.0,TN,TN,45030.0,25.298000000000002,1780.0,5.8,25753.0,4472.0,205.0,79392.0,5951.0,1.157,5144.0,289930.0,1491.0,257.0,168470.0,142716.0,50.0,510872.0,2251551.0,0.0,56046.0,56046.0,6628.0,396.0
2011,Tennessee,3.6,40.5,15.8,4.1,42.1,2011,274803.6,Millions of chained 2012 dollars,TN,2011,240717.7,6397410.0,37627.0,TN,TN,38576.0,24.936,1547.0,5.8,31035.0,5405.0,199.0,93037.0,5638.0,1.162,4851.0,281682.0,1717.0,296.0,184654.0,153619.0,55.0,512267.0,2200767.0,0.0,55061.0,55061.0,4750.0,516.0
2012,Tennessee,3.1,37.3,15.5,3.2,40.6,2012,283721.8,Millions of chained 2012 dollars,TN,2012,253613.1,6451281.0,39312.0,TN,TN,28372.0,26.024,1090.0,5.8,29815.0,5211.0,213.0,78942.0,6624.0,1.137,5825.0,263045.0,2152.0,371.0,173097.0,143282.0,173.0,473290.0,2085371.0,0.0,58971.0,58971.0,4532.0,452.0
2013,Tennessee,3.5,33.6,16.4,4.2,40.6,2013,286801.4,Millions of chained 2012 dollars,TN,2013,256016.0,6493432.0,39427.0,TN,TN,28376.0,25.833000000000002,1098.0,5.8,31225.0,5475.0,213.0,118721.0,6240.0,1.156,5400.0,297732.0,1937.0,334.0,216816.0,185590.0,713.0,551101.0,2137896.0,0.0,60378.0,60378.0,5120.0,446.0
2014,Tennessee,3.8,37.1,16.4,4.8,41.6,2014,291687.6,Millions of chained 2012 dollars,TN,2014,266873.4,6540826.0,40801.0,TN,TN,21711.0,25.869,839.0,5.8,31877.0,5605.0,213.0,84645.0,6010.0,1.135,5294.0,289401.0,1914.0,330.0,186218.0,154340.0,856.0,505253.0,2205494.0,0.0,63069.0,63069.0,5071.0,486.0
2015,Tennessee,3.9,33.5,16.1,4.1,42.3,2015,301587.2,Millions of chained 2012 dollars,TN,2015,280719.5,6590808.0,42593.0,TN,TN,23192.0,25.840999999999998,897.0,5.7170000000000005,31031.0,5475.0,213.0,89288.0,4959.0,1.16,4276.0,261037.0,1692.0,296.0,189204.0,158174.0,1294.0,480084.0,2180064.0,0.0,61479.0,61479.0,5474.0,427.0
2016,Tennessee,3.7,35.9,16.2,3.6,43.7,2016,308031.6,Millions of chained 2012 dollars,TN,2016,290560.4,6645011.0,43726.0,TN,TN,16596.0,25.771,644.0,5.722,30900.0,5472.0,213.0,62538.0,4180.0,1.16,3603.0,309357.0,1471.0,257.0,159629.0,128729.0,1545.0,491232.0,2208803.0,0.0,58673.0,58673.0,5411.0,348.0
2000,Texas,13.7,227.6,211.1,12.9,182.1,2000,998296.5,Millions of chained 2012 dollars,TX,2000,589275.4,20944499.0,28135.0,TX,TX,632360.0,12.775,49498.0,5.8,0.0,0.0,562.0,8456.0,5989538.0,1.1340000000000001,5282104.0,391670.0,2571703.0,443397.0,96071.0,96071.0,547.0,9681342.0,12420851.0,0.0,73004.0,73004.0,8482.0,5020.0
2001,Texas,11.8,218.9,206.2,14.0,189.8,2001,1021889.0,Millions of chained 2012 dollars,TX,2001,625492.9,21319622.0,29339.0,TX,TX,578696.0,12.847999999999999,45042.0,5.8,0.0,0.0,639.0,12403.0,5971835.0,1.13,5282723.0,398535.0,2460923.0,424297.0,96535.0,96535.0,541.0,9506522.0,12200928.0,0.0,63537.0,63537.0,7144.0,12271.0
2002,Texas,14.3,225.3,201.2,13.9,196.4,2002,1041811.0,Millions of chained 2012 dollars,TX,2002,633035.7,21690325.0,29185.0,TX,TX,581168.0,12.844000000000001,45247.0,5.8,0.0,0.0,694.0,11429.0,5844637.0,1.137,5141075.0,371923.0,2353501.0,405776.0,121028.0,121028.0,535.0,9272256.0,12508396.0,0.0,71245.0,71245.0,10104.0,27021.0
2003,Texas,14.2,225.2,202.3,13.4,189.9,2003,1048298.6,Millions of chained 2012 dollars,TX,2003,655908.0,22030931.0,29772.0,TX,TX,594734.0,12.515999999999998,47517.0,5.8,0.0,0.0,914.0,9077.0,5902223.0,1.126,5243567.0,348485.0,2323851.0,400664.0,115457.0,115457.0,532.0,9284751.0,12295541.0,0.0,69859.0,69859.0,9055.0,26020.0
2004,Texas,11.9,224.3,197.3,12.1,192.3,2004,1102696.3,Millions of chained 2012 dollars,TX,2004,687220.2,22394023.0,30688.0,TX,TX,572489.0,12.482999999999999,45863.0,5.8,0.0,0.0,1007.0,13027.0,5764490.0,1.138,5067315.0,421660.0,2277741.0,392714.0,120813.0,120813.0,518.0,9157192.0,12333678.0,0.0,66570.0,66570.0,8264.0,31427.0
2005,Texas,10.6,228.8,156.5,12.0,193.7,2005,1132796.1,Millions of chained 2012 dollars,TX,2005,745858.7,22778123.0,32745.0,TX,TX,595612.0,12.965,45939.0,5.8,0.0,0.0,1161.0,13324.0,5973867.0,1.1320000000000001,5276401.0,398994.0,2277086.0,392601.0,137517.0,137517.0,501.0,9383076.0,11858030.0,0.0,72043.0,72043.0,8120.0,42368.0
2006,Texas,9.7,226.9,163.2,10.5,201.0,2006,1210286.8,Millions of chained 2012 dollars,TX,2006,820949.9,23359580.0,35144.0,TX,TX,593496.0,13.03,45548.0,5.8,0.0,0.0,1296.0,6566.0,6249274.0,1.126,5548022.0,430593.0,2276390.0,392481.0,152232.0,152232.0,507.0,9701985.0,11864993.0,0.0,69034.0,69034.0,8665.0,66165.0
2007,Texas,10.1,229.5,153.7,12.5,202.8,2007,1274302.5,Millions of chained 2012 dollars,TX,2007,873354.0,23831983.0,36646.0,TX,TX,554720.0,13.224,41948.0,5.8,0.0,0.0,1486.0,16254.0,6850716.0,1.119,6123180.0,429577.0,2269314.0,391261.0,191764.0,191764.0,519.0,10296092.0,11774259.0,0.0,73831.0,73831.0,10656.0,89019.0
2008,Texas,10.8,227.2,129.8,12.0,195.0,2008,1275773.6,Millions of chained 2012 dollars,TX,2008,954649.8,24309039.0,39271.0,TX,TX,515493.0,13.212,39017.0,5.8,26087.0,4495.0,1699.0,10243.0,7711507.0,1.1079999999999999,6960693.0,425682.0,2354440.0,405938.0,298470.0,272383.0,550.0,11305593.0,11251973.0,0.0,88780.0,88780.0,11230.0,159881.0
2009,Texas,11.1,216.5,115.0,11.7,186.8,2009,1271435.8,Millions of chained 2012 dollars,TX,2009,910498.6,24801761.0,36711.0,TX,TX,455507.0,12.98,35093.0,5.8,22999.0,3985.0,2057.0,10040.0,7572107.0,1.11,6818973.0,434024.0,2315986.0,399308.0,295329.0,272330.0,622.0,11072953.0,10883320.0,0.0,53582.0,53582.0,10575.0,195455.0
2010,Texas,12.1,220.4,139.1,13.7,191.0,2010,1301726.7,Millions of chained 2012 dollars,TX,2010,966149.7,25242679.0,38274.0,TX,TX,538258.0,13.134,40982.0,5.8,35952.0,6242.0,2316.0,12310.0,7549424.0,1.124,6715294.0,432036.0,2474970.0,426719.0,392977.0,357025.0,854.0,11387664.0,11681851.0,0.0,69064.0,69064.0,16372.0,256109.0
2011,Texas,12.6,237.7,141.7,12.0,191.1,2011,1343790.9,Millions of chained 2012 dollars,TX,2011,1057757.5,25646227.0,41244.0,TX,TX,605290.0,13.186,45904.0,5.8,43709.0,7613.0,2488.0,5471.0,8014144.0,1.127,7112863.0,414881.0,3071054.0,529492.0,440763.0,397053.0,1280.0,12546132.0,11885388.0,0.0,67924.0,67924.0,23085.0,296805.0
2012,Texas,11.1,222.1,155.3,10.2,191.4,2012,1411378.7,Millions of chained 2012 dollars,TX,2012,1132222.1,26089620.0,43397.0,TX,TX,578697.0,13.099,44178.0,5.8,46158.0,8067.0,2478.0,5562.0,8523892.0,1.14,7475495.0,402823.0,4201648.0,724422.0,452930.0,406773.0,2419.0,14159990.0,11944734.0,0.0,65816.0,65816.0,23948.0,306550.0
2013,Texas,11.5,226.2,161.5,12.3,208.5,2013,1472103.5,Millions of chained 2012 dollars,TX,2013,1159745.6,26489464.0,43781.0,TX,TX,564850.0,13.182,42851.0,5.8,28450.0,4988.0,2478.0,4580.0,8825436.0,1.156,7633618.0,400353.0,5379019.0,927417.0,476268.0,447818.0,3222.0,15645926.0,12723430.0,0.0,70099.0,70099.0,25169.0,342270.0
2014,Texas,12.1,224.8,155.3,14.0,211.7,2014,1523057.2,Millions of chained 2012 dollars,TX,2014,1248733.0,26977142.0,46289.0,TX,TX,576803.0,13.213,43654.0,5.8,43566.0,7661.0,2478.0,3670.0,9366356.0,1.173,7985019.0,410907.0,6715919.0,1157917.0,529818.0,486252.0,4816.0,17599803.0,12733681.0,0.0,69344.0,69344.0,25495.0,380449.0
2015,Texas,13.3,213.6,162.3,12.8,216.6,2015,1596361.9,Millions of chained 2012 dollars,TX,2015,1280251.0,27486814.0,46577.0,TX,TX,471257.0,13.12,35918.0,5.7170000000000005,50936.0,8988.0,2478.0,8913.0,9392314.0,1.19,7890459.0,411571.0,7186120.0,1256974.0,567922.0,516986.0,6396.0,18029185.0,12886742.0,0.0,54367.0,54367.0,27029.0,417802.0
2016,Texas,12.6,207.5,198.0,10.8,224.8,2016,1600260.2,Millions of chained 2012 dollars,TX,2016,1274394.9,27937492.0,45616.0,TX,TX,515707.0,13.222999999999999,39001.0,5.722,53399.0,9457.0,2478.0,12389.0,8659988.0,1.199,7225471.0,440109.0,6655905.0,1163213.0,691225.0,637826.0,10945.0,16962933.0,13089570.0,0.0,53222.0,53222.0,27667.0,531124.0
2000,Utah,2.1,33.5,10.5,3.3,15.6,2000,92507.5,Millions of chained 2012 dollars,UT,2000,54465.5,2244502.0,24266.0,UT,UT,631270.0,23.682,26656.0,5.8,0.0,0.0,2088.0,7611.0,301280.0,1.119,269285.0,0.0,90689.0,15636.0,15405.0,15405.0,44.0,1038644.0,738703.0,0.0,4248.0,4248.0,1413.0,0.0
2001,Utah,2.3,32.9,9.3,3.3,15.0,2001,93886.6,Millions of chained 2012 dollars,UT,2001,56933.2,2283715.0,24930.0,UT,UT,640594.0,23.756,26966.0,5.8,0.0,0.0,2165.0,5253.0,316014.0,1.113,283913.0,0.0,88462.0,15252.0,10816.0,10816.0,41.0,1055885.0,708430.0,0.0,2577.0,2577.0,780.0,0.0
2002,Utah,2.6,34.1,6.2,3.5,15.5,2002,95693.3,Millions of chained 2012 dollars,UT,2002,58604.8,2324815.0,25208.0,UT,UT,586926.0,23.195,25304.0,5.8,0.0,0.0,2815.0,4657.0,294974.0,1.074,274739.0,0.0,79872.0,13771.0,10879.0,10879.0,39.0,972651.0,688303.0,0.0,2507.0,2507.0,862.0,0.0
2003,Utah,2.2,35.1,6.4,3.2,15.8,2003,97648.8,Millions of chained 2012 dollars,UT,2003,60748.7,2360137.0,25739.0,UT,UT,536150.0,23.241,23069.0,5.8,0.0,0.0,2539.0,4266.0,289597.0,1.08,268058.0,0.0,75963.0,13097.0,10252.0,10252.0,39.0,911961.0,698797.0,0.0,2631.0,2631.0,776.0,0.0
2004,Utah,2.5,35.2,7.5,3.6,16.4,2004,102724.6,Millions of chained 2012 dollars,UT,2004,64803.4,2401580.0,26984.0,UT,UT,490146.0,22.54,21746.0,5.8,0.0,0.0,2534.0,4506.0,297852.0,1.072,277969.0,0.0,85515.0,14744.0,10581.0,10581.0,37.0,884095.0,729507.0,0.0,2684.0,2684.0,820.0,0.0
2005,Utah,2.3,35.8,8.7,3.4,16.6,2005,109145.6,Millions of chained 2012 dollars,UT,2005,70861.6,2457719.0,28832.0,UT,UT,554221.0,22.601999999999997,24521.0,5.8,0.0,0.0,2503.0,7844.0,321479.0,1.067,301223.0,0.0,96703.0,16673.0,13607.0,13607.0,35.0,986011.0,759926.0,0.0,2380.0,2380.0,845.0,0.0
2006,Utah,2.2,36.2,7.7,3.5,18.3,2006,118720.6,Millions of chained 2012 dollars,UT,2006,79063.0,2525507.0,31306.0,UT,UT,593321.0,22.804000000000002,26018.0,5.8,0.0,0.0,2562.0,7407.0,372099.0,1.068,348320.0,0.0,103977.0,17927.0,13202.0,13202.0,36.0,1082599.0,778574.0,0.0,2195.0,2195.0,1002.0,0.0
2007,Utah,2.3,38.1,7.9,3.5,18.2,2007,124497.7,Millions of chained 2012 dollars,UT,2007,86046.0,2597746.0,33123.0,UT,UT,556436.0,22.892,24307.0,5.8,0.0,0.0,2325.0,5325.0,399971.0,1.063,376409.0,0.0,113303.0,19535.0,11031.0,11031.0,40.0,1080742.0,780947.0,0.0,2400.0,2400.0,940.0,0.0
2008,Utah,2.4,38.6,7.5,3.9,16.7,2008,123483.3,Millions of chained 2012 dollars,UT,2008,90161.8,2663029.0,33857.0,UT,UT,564147.0,23.154,24365.0,5.8,0.0,0.0,3294.0,6583.0,463709.0,1.07,433566.0,0.0,127826.0,22039.0,13953.0,13953.0,45.0,1169635.0,768023.0,0.0,2634.0,2634.0,1161.0,236.0
2009,Utah,2.4,35.7,6.4,3.8,16.1,2009,120791.6,Millions of chained 2012 dollars,UT,2009,86695.6,2723421.0,31833.0,UT,UT,502598.0,23.142,21718.0,5.8,0.0,0.0,3490.0,8152.0,475218.0,1.07,444162.0,0.0,133052.0,22940.0,15951.0,15951.0,58.0,1126819.0,742220.0,0.0,1362.0,1362.0,1332.0,1557.0
2010,Utah,2.4,34.8,6.7,3.8,16.0,2010,123330.1,Millions of chained 2012 dollars,UT,2010,89242.4,2775334.0,32156.0,UT,UT,445692.0,23.031999999999996,19351.0,5.8,0.0,0.0,3449.0,6785.0,465967.0,1.079,432045.0,0.0,143045.0,24663.0,17678.0,17678.0,81.0,1072383.0,757821.0,0.0,1558.0,1558.0,1438.0,4368.0
2011,Utah,2.6,33.6,6.9,4.0,17.0,2011,127060.0,Millions of chained 2012 dollars,UT,2011,96245.3,2814216.0,34200.0,UT,UT,453869.0,23.1,19648.0,5.8,0.0,0.0,4027.0,11952.0,496623.0,1.085,457525.0,0.0,152569.0,26305.0,24387.0,24387.0,113.0,1127448.0,795887.0,0.0,1407.0,1407.0,1322.0,5565.0
2012,Utah,2.3,31.8,7.5,3.4,16.4,2012,128721.0,Millions of chained 2012 dollars,UT,2012,103120.6,2853467.0,36139.0,UT,UT,387129.0,22.750999999999998,17016.0,5.8,0.0,0.0,3993.0,7116.0,534130.0,1.089,490393.0,0.0,175218.0,30210.0,20555.0,20555.0,204.0,1117033.0,791417.0,0.0,1211.0,1211.0,1333.0,6698.0
2013,Utah,2.7,34.9,8.0,4.1,17.1,2013,131901.8,Millions of chained 2012 dollars,UT,2013,106427.2,2897927.0,36725.0,UT,UT,385736.0,22.721,16977.0,5.8,0.0,0.0,3851.0,4818.0,516190.0,1.0959999999999999,470863.0,0.0,203093.0,35016.0,17050.0,17050.0,282.0,1122069.0,832657.0,0.0,1507.0,1507.0,1441.0,5150.0
